Gender,ZPop,ZLike,PopSelf,LikeSelf,AvrSex,AvrTob,AvrAlc,risksum
1,.989883325426614,-.985908949031855,4,5,2.17834641466675,1.79560982396162,1.76046369289134,6.61555785688047
0,1.04735134535022,.62158562765165,1,5,.584005643127796,1.79560982396162,1.10902008079131,6.50443499480001
0,1.92562105097905,.000604319359746663,6,5,.584005643127796,2.06485643132304,.653820800188861,6.31848232155898
0,1.31111626980303,.206211351687101,5,6,-.614716014550516,1.79560982396162,2.11208099385184,6.30877425018223
0,.1156511933445,.672220724844039,4,6,2.56210121243099,.0332898097771381,.653820800188861,6.26501126931628
0,1.4616127044827,-.63815312654777,4,6,-.614716014550516,2.40752322369244,1.35705540210986,6.16566205817107
0,1.36266317320142,-.923900915977952,5,6,2.57396552852739,-.578623589953683,1.35705540210986,5.65664294708334
0,.176078764104638,.271273444498569,4,6,-.614716014550516,2.40752322369244,.602029810367885,5.41063646642909
1,.465211997107903,-1.54880410401401,5,6,1.77086298470971,2.06485643132304,2.11208099385184,5.40583065420635
1,.343380625731492,.0730519211893236, , ,2.57396552852739,2.75019001606184,-.101204791553117,5.39253483787737
1,1.36297274599195,-.999226033820621,5,6,.584005643127796,1.79560982396162,.653820800188861,5.33768187367805
1,1.89407356832975,.663227602277243,3,4,.572141327031402,.71862339451594,1.00543810114936,5.31200226961599
0,.954482415074228,-1.47163598426293,5,7,.584005643127796,1.79560982396162,-.101204791553117,5.29421012245558
1,.770420748184213,.869930233256631,5,6,.979624756988435,2.06485643132304,.653820800188861,5.29099375438061
0,1.49497166053923,-.184799539536377,4,5,1.37524387084907,2.06485643132304,.250412509407384,5.28320457745977
0,2.02732506061573,-.0490764058863387,4,4,.979624756988435,.98787000187736,1.00543810114936,5.27717846641493
1,.754415391944422,.000604319359746663,4,4,1.37524387084907,1.5263632166002,1.40884639193084,5.19159140474088
1,.835343611603158,-.711185195915988,5,4,.584005643127796,2.40752322369244,.602029810367885,5.18625044306839
0,.345590822547035,.424527738425348,2,7,.584005643127796,2.06485643132304,-.504613082334594,5.16004843903552
1,-.149030363996029,-1.83122884238103,4,5,.979624756988435,2.06485643132304,1.76046369289134,4.97452896604407
1,1.12118248920922,.283187580609114,4,5,.979624756988435,2.06485643132304,1.00543810114936,4.9310572148216
0,1.04194859534349,.0214709786351139,5,5,-.614716014550516,1.79560982396162,.602029810367885,4.79872306669827
1,1.19315111475902,.0129603679009062,4,6,.584005643127796,2.75019001606184,.30220349922836,4.51753708377876
0,-.0458847485926744,2.0535584170116,3,5,.584005643127796,-.578623589953683,1.35705540210986,4.37823690220326
1,.989883325426614,.695328312897466,4,4,.979624756988435,1.79560982396162,.653820800188861,4.31019330649968
0,.515102880989433,.787899597693894,4,5,.176522213170762,1.5263632166002,1.00543810114936,4.3010152968006
0,.370279706814635,-.216212305505952,4,6,2.56210121243099,-.578623589953683,-.856230383295095,4.1430466861015
1,-.426358230246476,.896012296862197, , ,.584005643127796,2.06485643132304,.602029810367885,4.13202981017948
1,1.77268659093468,1.2503814702297,4,4,.584005643127796,1.25711660923878,1.40884639193084,4.13110656965818
0,.515102880989433,-.35041149136764,4,6,-.219096900689877,.645203209507959,.602029810367885,4.04393556610525
0,-1.75639655310268,-2.11743402719148,2,2,1.77086298470971,2.40752322369244,.353994489049335,3.99041094177324
0,1.53217523164382,-.713783350636185,5,5,-.219096900689877,1.25711660923878,1.35705540210986,3.98776687653904
1,2.15241363773064,-.953808238411631,3,3,.584005643127796,1.45294303159222,1.00543810114936,3.92352470123014
1,-.164371293428584,.0209740494618221,3,6,.584005643127796,.98787000187736,1.40884639193084,3.86185996229676
1,1.56369758853178,.178392601809069,4,4,.584005643127796,2.06485643132304,.250412509407384,3.78041250921898
0,1.06543541032239,1.15019411736597,7,7,4.18017061616273,-.578623589953683,.602029810367885,3.66160708089869
0,.286744979787128,.372391361108268,3,4,.584005643127796,2.13827661633102,1.40884639193084,3.58915889571141
0,-.33201132554231,-1.91886049561632,4,5,.584005643127796,.71862339451594,1.35705540210986,3.54082236511436
1,1.66912187858529,1.2503814702297,1,6,.584005643127796,1.33053679424676,2.16387198367282,3.53644466536913
1,-.175054783293122,.308119733841835,1,4,.584005643127796,1.79560982396162,.250412509407384,3.51116590185756
1,.983940809410573,.0730519211893236,6,7,.979624756988435,2.75019001606184,.250412509407384,3.43825752677941
1,.775781918989193,1.95632335717417,3,7,.979624756988435,1.5263632166002,1.40884639193084,3.37286460984122
0,1.56555716623591,1.03879969975244,3,5,.979624756988435,-.578623589953683,-.0494138017321417,3.36738681222189
0,-.306392875574089,-.70108282953228,4,7,-.614716014550516,3.09285680843124,1.35705540210986,3.29322644031234
1,.931445732205594,-.610377223020396,4,6,2.57396552852739,.645203209507959,-.101204791553117,3.28754803132349
0,-.511374927129406,1.40537867466083,4,6,-.614716014550516,1.67320358661616,.602029810367885,3.2532091483138
1,2.33430018644085,1.04273766160151,5,6,2.57396552852739,-.578623589953683,1.00543810114936,3.17036412456432
1,1.27819529370917,-.759846468987197,5,6,.584005643127796,1.79560982396162,.602029810367885,3.15122936229856
1,.878061247449558,-.986296024507729,5,4,-.614716014550516,1.79560982396162,1.00543810114936,3.06746983592123
1,.718524347532448,-.308035451955451,4,4,1.37524387084907,-.578623589953683,-.0494138017321417,3.05145208556303
0,.838706302993249,-.810360927151181,5,6,3.36520375624867,.302536417138558,-.101204791553117,3.02456562615586
1,.23959201125412,-1.86558828906869,5,5,2.17834641466675,.71862339451594,.602029810367885,2.95702986387233
1,.343380625731492,-.439247319067461,3,5,1.37524387084907,1.79560982396162,.250412509407384,2.87929644853983
1,.408199024163026,1.34981385458712,4,6,.979624756988435,2.13827661633102,.250412509407384,2.82634412704859
1,.835651876339834,-.299198224149206,5,6,.584005643127796,.645203209507959,2.11208099385184,2.79932009080935
1,.939953974927913,-.79120035422979,5,3,-.614716014550516,1.79560982396162,1.40884639193084,2.7593242861832
0,.00266121567823577,-.474821083402156,1,4,.979624756988435,-.578623589953683,-.152995781374092,2.55225099206044
1,.989883325426614,-.404096054641932,3,3,.176522213170762,.375956602146539,1.00543810114936,2.43905484182743
1,.694995531090458,-1.07402910922938,3,5,.979624756988435,.98787000187736,1.00543810114936,2.43096310433691
1,-2.45152829865694,.105222004329403,3,5,-.219096900689877,.645203209507959,2.51548928463332,2.39962583777315
0,1.06543541032239,1.86235660954292,5,7,.584005643127796,1.25711660923878,1.00543810114936,2.30459059783769
0,1.36997826674421,-.181402923056771,6,6,-.614716014550516,.98787000187736,1.00543810114936,2.25973001383697
1,.602373221325271,-2.02113189533081,2,5,1.37524387084907,.0332898097771381,.602029810367885,2.18014757583536
0,-.273022672679058,-.875814716918024,2,4,-.614716014550516,-.578623589953683,1.00543810114936,2.11634410304494
0,.0260614150158032,-.015616104997323,1,7,.176522213170762,.375956602146539,.602029810367885,2.03564655104595
0,-.083659496721229,.573979380773257,3,4,.584005643127796,2.06485643132304,-.101204791553117,2.00568752721947
1,-.521741080155889,.685265092060962,3,4,4.16830630006634,2.75019001606184,2.11208099385184,12.0463767568993
0,.0223353797546023,-.0332054717587784,1,4,-.614716014550516,.375956602146539,.602029810367885,1.95596216384418
1,.345590822547035,1.30452575088922,4,5,.584005643127796,-.578623589953683,1.00543810114936,1.89195807968424
0,1.04735134535022,.62158562765165,7,7,-.614716014550516,1.25711660923878,1.76046369289134,1.86089453190136
1,.395748726120974,.392478972497575,3,5,-.614716014550516,.98787000187736,.602029810367885,1.85632172305549
0,.955868745670532,.686590476456653,3,5,.584005643127796,.0332898097771381,1.00543810114936,1.79231763889555
1,.253335163657043,.264965379926122, , ,-.614716014550516,1.5263632166002,1.40884639193084,1.77852383830227
1,.425217761117141,.362226315981771,4,6,.584005643127796,.71862339451594,1.00543810114936,1.76609738311485
0,-.149030363996029,-.364819122124718,5,7,-.219096900689877,-.578623589953683,-.452822092513618,1.76525686376211
0,.669179313292308,1.02321488059501,7,7,-.614716014550516,-.578623589953683,1.35705540210986,1.75640756348594
1,.338626483034152,1.59279417002852,6,6,.584005643127796,1.79560982396162,-.101204791553117,1.73644091985805
0,-.154988129722743,.78530439772833,3,7,-.614716014550516,-.578623589953683,.602029810367885,1.71293581226346
1,.338626483034152,-2.06841425673223,7,7,1.77086298470971,-.578623589953683,1.00543810114936,1.65570774022714
1,-.30382033863531,1.89546665960217,2,7,.584005643127796,1.33053679424676,.250412509407384,1.62298519110369
1,-.863080913001011,-1.73521420271733,6,6,.979624756988435,-.578623589953683,1.76046369289134,1.61949510424784
1,.737039467440818,1.80024993259229,4,5,.979624756988435,-.578623589953683,1.76046369289134,1.61949510424784
0,.858265329321265,.219956374708286,5,7,.584005643127796,-.578623589953683,1.35705540210986,1.53202154012524
1,-.554931734022712,.271273444498569,2,5,.584005643127796,-.578623589953683,1.35705540210986,1.53202154012524
1,-2.49810214788103,-3.10589345164683,1,6,2.17834641466675,.0332898097771381,-.856230383295095,1.52498992599005
1,-.521741080155889,.216194093979492,3,6,-.614716014550516,.645203209507959,.602029810367885,1.51365493068609
0,-.505451295338515,-.786506897514481,6,4,-.614716014550516,2.40752322369244,.250412509407384,1.50124996287106
0,.214863117223928,.922033338851981,3,5,-.614716014550516,2.75019001606184,-.101204791553117,1.49229945427996
0,-.0404064550052995,.610121932240576,6,7,-.614716014550516,2.01587037898556,.602029810367885,1.46121441912468
0,.473203186624823,-1.0501103702723,4,5,.584005643127796,-.578623589953683,-.856230383295095,1.4533972762788
1,.418011301324771,-.238924392932234,3,4,.584005643127796,.375956602146539,1.00543810114936,1.42343059074545
1,-.21132874270068,-.583302131178443,3,5,-.614716014550516,.71862339451594,1.10902008079131,1.382511545598
0,.193256510995069,1.21096644525592, , ,-.614716014550516,.0332898097771381,.353994489049335,1.36526005015623
0,-.154988129722743,.877127544177828,6,5,2.57396552852739,-.578623589953683,-.101204791553117,1.35216739134234
0,.589772993091016,.0285195694662076,4,4,-.614716014550516,.375956602146539,.653820800188861,1.29619931314565
1,-.700662009727001,-.0199183227698398,6,7,1.77086298470971,-.578623589953683,.602029810367885,1.25229944944567
1,-.154988129722743,.117626595572142,2,4,.584005643127796,-.578623589953683,1.05722909097034,1.23219522898571
1,-.0926058006297899,.333934032958707,4,6,.584005643127796,-.578623589953683,1.76046369289134,1.2238759903872
0,.425217761117141,-.892507813174551,6,7,1.75899866861332,-.578623589953683,-.152995781374092,1.1969633821268
1,.209042052937788,1.70049792863116,4,4,-.614716014550516,.98787000187736,1.35705540210986,1.18823963375846
0,.513164120093138,.998029077597419, , ,-.614716014550516,.98787000187736,1.35705540210986,1.18823963375846
0,-.0434769521769675,.0493139972670973,5,5,.584005643127796,-.578623589953683,1.00543810114936,1.18040423916473
0,-1.45247789247803,-1.75237068439941,4,7,.176522213170762,-.578623589953683,-.0494138017321417,1.14117658736521
1,1.36997826674421,-.0263461195819337,6,6,.584005643127796,-.578623589953683,.250412509407384,1.13693248794226
0,-.334032828453586,-.689711048859428,1,2,.584005643127796,-.578623589953683,.250412509407384,1.13693248794226
1,-.306632614409277,.0493139972670973,3,5,.584005643127796,1.5263632166002,-.504613082334594,1.06378602171515
1,-.212216191926338,-.258286084874924,4,5,-.614716014550516,-.578623589953683,-.0494138017321417,1.06149220016344
0,.0223353797546023,.0209740494618221,4,6,-.614716014550516,-.578623589953683,1.35705540210986,1.04485372296643
0,.0947721178759716,-.799040576095126,3,6,-.614716014550516,1.8690300089696,.30220349922836,1.0145477379692
1,.693947591650556,1.03971749860664,4,6,-.614716014550516,.71862339451594,1.40884639193084,.970784016218015
1,.577496946365306,.693047542457113,4,6,.584005643127796,.71862339451594,-.504613082334594,.967600040150401
0,-.164371293428584,.98070198041573,4,5,-.614716014550516,.375956602146539,1.00543810114936,.936262773586643
0,.321653048767755,-1.23079450505988,5,6,.572141327031402,-.578623589953683,.653820800188861,.816922622107838
1,.75872546064661,-.204268356591431,5,5,.584005643127796,-.578623589953683,-.101204791553117,.785315186981761
0,1.55810296539867,-.0263461195819337,5,5,-.219096900689877,-.578623589953683,1.40884639193084,.780709986128537
0,-.161349640999469,-1.26264290305501,3,5,.584005643127796,-.578623589953683,-.152995781374092,.733524197160786
1,-.650560821998286,-.468515216038387,2,4,.979624756988435,.0332898097771381,-.452822092513618,.729676559093213
0,.565045623340162,-.19150110726478,5,4,.572141327031402,.0332898097771381,.602029810367885,.665491191498177
0,.0223353797546023,.98070198041573,7,7,-.614716014550516,-.235956797584282,.602029810367885,.632494923593853
1,.52341712279911,1.97613250008166,4,6,.584005643127796,.645203209507959,-.101204791553117,.586034305404389
0,-.142024843243775,-.519875925599555,1,6,-.614716014550516,.375956602146539,.602029810367885,.532854482805167
0,.805604170780809,.791476991181917,5,5,-.614716014550516,.0332898097771381,-.504613082334594,.5066524787723
1,.780737219608907,.848268292532165,5,6,.584005643127796,-.578623589953683,1.00543810114936,.468850398645227
1,-.892596396256622,-.80958965420042,4,4,.584005643127796,-.578623589953683,1.00543810114936,.468850398645227
1,-.672658496242974,-1.11012087955887,3,5,-.614716014550516,-.578623589953683,1.40884639193084,.385090872267898
0,-.153393342274515,-.453412753495783,2,4,-.614716014550516,.914449816869379,-.101204791553117,.368113095607004
0,.370279706814635,.877127544177828,7,7,-.614716014550516,-.578623589953683,.653820800188861,.341619121045427
1,1.14257541885372,1.46056594589268,4,6,-.614716014550516,-.578623589953683,.653820800188861,.341619121045427
0,.278345104035529,.796237181711051,4,6,-.219096900689877,-.578623589953683,.250412509407384,.333829944124589
1,-.0863483138516582,.928573995563457,3,5,.584005643127796,.0332898097771381,.250412509407384,.32573820663407
1,1.36297274599195,-.350639424328163,4,4,.584005643127796,.0332898097771381,-.504613082334594,.282266455411599
1,.805604170780809,2.31460550262445,4,6,-.219096900689877,.0332898097771381,1.00543810114936,.277661254558375
1,2.26281545795283,.260906032200299,4,5,-.614716014550516,.375956602146539,1.00543810114936,.224708933067137
0,1.5250024782875,.900272941393014,7,7,-.614716014550516,.71862339451594,.653820800188861,.215758424476037
0,-.327579736571551,.322381862730645,3,5,-.614716014550516,.375956602146539,.250412509407384,.181237181844666
1,1.02051096378509,1.03971749860664,5,6,-.614716014550516,.71862339451594,.602029810367885,.163967434655061
1,1.38404705302295,1.39573947823219,7,7,-.614716014550516,-.040130375230843,1.35705540210986,.160239256650256
0,.146301274392168,.912806619973659,5,5,-.614716014550516,1.06129018688534,.250412509407384,.155016926063961
1,.396268432084003,2.25489141449656,2,5,-.614716014550516,.302536417138558,1.00543810114936,.151288748059155
0,-.161349640999469,-.858027828275398,2,5,.584005643127796,-.578623589953683,.653820800188861,.117233097684726
0,1.85023422813027,.505410348808946,7,5,.584005643127796,-.578623589953683,-.856230383295095,.0302895952397831
1,-.594578484071695,-.0618107267568909,4,6,-.614716014550516,-.578623589953683,1.76046369289134,.0251543327088929
0,.647929478433534,.282348957562679,7,7,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-1.09432325816077,-.903758806257913,6,7,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.083659496721229,1.35948591216771,5,7,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.200941888137767,-.138862818552552,5,7,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,.579898535791577,.408163902048143,4,7,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.614939639478792,-.892507813174551,4,7,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,.408199024163026,.191787699015211,6,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-1.88556658780313,.599026181036797,5,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,.0531053761629451,-.195582620853326,5,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.0347221024946554,1.72776709944268,4,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,.28711657593969,1.08116149988098,4,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.0857447367169115,.965963365897859,4,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.667859795018724,.628393590804537,4,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.849499933800184,-1.66199234110963,4,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.845197876078685,-.155119051365859,4,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.64736419364121,.297947185164295,3,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.00758470153310743,-.138950680458744,3,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.142024843243775,.98907288804642,2,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.400414758729637,.564334112954495,2,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-2.38420151315463,-2.21546629896626,2,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.250098234075516,-1.15428283729546,2,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-1.26982275080079,-.567248958456333,2,6,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.529424431913407,-.484107232773198,4,5,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-1.66798931876025,-.204268356591431,4,5,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-1.72281005323792,.922622965798944,3,5,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.135141064034197,.205591605256568,3,5,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-1.5744278364497,-1.74369497429264,3,5,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.405555076228984,-.159349863357759,2,5,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.700662009727001,-.565887628651389,5,4,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-1.83960936546929,-.124389159056454,5,4,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,.0460998554106911,-.519875925599555,4,4,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-1.53493085490338,-.526050616481287,3,4,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-1.48453244629578,.0168247437168164,2,4,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-1.63830656992486,-.861360462415411,2,4,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.823226980982281,-.0490764058863387,2,4,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-1.09432325816077,-1.16084039210139,1,4,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,.517335897199071,.20565039640126,6,3,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,.25377862682773,-.818842133307068,3,3,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-.845197876078685,.0226219103229596,1,3,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-1.99221513191208,.0129603679009062,1,3,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.500119116407263,-.632619965462363,1,3,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,-2.264450114913,-.548235321192666,1,3,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-1.04774241053317,-.470979917833604,1,3,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-2.06231630244911,.40326398516632, , ,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-2.56376731756296,-1.77365792282568, , ,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
1,-.246057191798596,-.585793173052245, , ,-.614716014550516,-.578623589953683,-1.25963867407657,-2.99494803425902
0,.579898535791577,.610121932240576,6,7,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,.441807670976118,.0128466250235057,6,7,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.392512441130902,.998029077597419,5,7,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.379618162142368,.368951583309331,4,7,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.175054783293122,-.791304633697563,4,7,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.0506737378662608,.496768355719965,3,7,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.309040410824984,.308119733841835,3,7,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-.685593861103564,.787899597693894,5,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.174005608114003,1.82842118788107,4,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-1.09432325816077,-.752049362681855,4,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,.0223353797546023,-.273137454497255,4,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-.0948609391808256,-.187642146380823,4,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-1.1572038650692,-.0367433695955996,4,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-1.0079772324115,.421062581686671,3,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,.145200218486874,1.82842118788107,2,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.154988129722743,.20944974202164,2,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-.306392875574089,.0730519211893236,2,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-2.19936526712221,-.209624811803715,2,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-1.97593930060255,-1.20250222203682,1,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.796727963741957,-.649925105545787,1,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-1.66504841518833,-.364819122124718,1,6,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.331354995397409,-.468515216038387,5,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-.110588970582777,.36078355596166,4,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-.164371293428584,.0209740494618221,4,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-2.75646004295555,-1.20201028911621,4,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.654369714393464,-.85834892814234,4,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.485322045871094,-.381340392381791,4,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.160967445205151,-.332860013054677,4,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,.805604170780809,1.46842299626749,3,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,1.7975169668119,1.34981385458712,2,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.531422018527215,.663732561564273,2,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.849499933800184,-.0263461195819337,1,5,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-.400414758729637,-.238924392932234,4,4,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,.596498766012546,.368951583309331,3,4,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-2.22551291476438,-1.23213987027773,3,4,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.200941888137767,.929452056304924,2,4,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,.310150258586751,.396012595609125,1,3,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-1.86017863459505,-.0405258173784891,1,3,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-1.89801310222116,-1.60401590376817,1,1,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
1,-.114211797577869,.372391361108268, , ,-.614716014550516,-.578623589953683,-.856230383295095,-2.59153974347754
0,-1.57917290081733,.200644127796715,4,5,-.614716014550516,-.235956797584282,-.90802137311607,-2.30066394092912
0,-.816255988184415,.787899597693894,3,6,-.614716014550516,-.578623589953683,-.556404072155569,-2.29171343233802
0,.400205972988214,.896518976484616,5,7,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
1,.577496946365306,.615451567104567,4,7,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
0,.120647246878632,1.35948591216771,5,5,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
1,-.0462507931013388,.929452056304924,3,5,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
1,-1.64279314869125,-1.96477325916496,2,5,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
0,-1.16113191609347,-.458936367734338,2,5,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
0,.234445571964881,1.72776709944268,3,4,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
0,-.511973293345885,-.216128546725292,3,4,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
1,-.0706276352857942,.928573995563457,2,4,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
0,-.667859795018724,.188644187349281,2,4,-.614716014550516,-.578623589953683,-.504613082334594,-2.23992244251704
