"","id","age","gender","edu_self","edu_moth","edu_fath","hobbies","nidpar","vddpar","N","E","O","A","C","schizo","NB_co","INSIGHT","STROOP","SHIFTCOS","fluency","CAQ_tot","CAQ_tal","FKAL_ach","FKAL_spe","CAQ_arts","GF","NB_mi","NB_RT_mi","NB_RT_co","StroopE1","StroopE2","StroopE3","ShiftC1","ShiftC2","ShiftC3","Flu1","Flu2","Flu3","Flu4","ins1","ins2","ins3","ins4","ins5","ins6","ins7","ins8","ins1_art","ins2_art","ins3_art","ins4_art","ins5_art","ins6_art","ins7_art","ins8_art","fluency2","fluency3","fluency4","flu_qu","GF_qu","O2"
"221",196,27,2,4,3,3,3,-0.067,0.959,16,24,35,33,26,4,8,4,"0.278098244836861   ","1.057202888       ",8.5,4,3,29,19,0,0.055,4,1.214,1.054,"0.248546396070483    ","0.399782857715301   ","0.1859654807248     ",0.992023192,1.492248328,0.687337144,8,8,9,9,1,1,0,0,9999,1,0,1,3,1,2,2,9999,2,2,1,10.9056175410927,12.5258842288367,12.734323630318,72.25,0.003025,34.9776487338499
"222",15,18,1,4,3,3,3,1.895,-0.396,29,30,37,28,24,10,11,5,"0.213494667063486   ","0.468812355       ",11.5,15,3,44,52,0,0.053,7,0.751,0.565,"0.167541486518121    ","0.245193415813306   ","0.227749098859031   ",0.797207235,0.429507595,0.179722235,7,9,13,17,1,9999,1,1,9999,1,1,9999,2,9999,2,2,9999,1,1,9999,13.5670628340706,14.7323163230154,14.2359052513225,132.25,0.002809,35.2170984677675
"223",207,28,2,4,4,5,2,-0.057,0.932,21,28,29,36,35,13,8,2,"0.119522792235742   ","1.028658714       ",11.25,7,3,22,36,0,0.046,12,0.97,0.921,"0.192412591801932    ","0.0354586891365085  ","0.130697095768786   ",1.312538389,0.984393042,0.789044711,12,9,14,10,1,0,0,0,0,1,0,0,3,2,1,2,2,2,2,1,14.2442479866063,14.505701302624,13.310650016698,126.5625,0.002116,27.936559410258
"224",148,24,2,4,5,5,3,-0.306,0.902,11,31,39,15,28,10,4,4,"0.445762670666667   ","1.79689390866667  ",13.25,30,3,54,125,0,-0.043,8,0.912,0.714,"0.642121776          ","0.224376227         ","0.470790009         ",1.023512361,2.398455473,1.968713892,11,11,13,18,1,1,0,0,0,1,0,1,1,2,1,2,1,2,2,1,16.0060898416171,15.9325320385805,15.3615031741823,175.5625,0.001849,37.7592352739792
"225",25,19,1,4,5,5,3,-0.551,1.24,36,28,44,32,24,4,12,7,"0.145021245389178   ","1.672061652       ",14.25,5,2,48,21,0,0.032,1,1.13,0.891,"0.212017521125607    ","0.0969992722567067  ","0.12604694278522    ",2.234848823,1.40635402,1.374982113,13,8,12,24,1,1,1,1,0,1,1,1,2,2,2,2,1,2,2,2,16.2652856295489,18.2605657727931,17.0143084313735,203.0625,0.001024,41.8615522565377
"226",206,28,2,3,3,2,2,-0.301,0.943,15,33,33,39,47,5,11,4,"0.0724923123117345  ","0.851747900333333 ",11.75,4,6,49,41,0,-0.023,12,0.856,0.718,"0.135545599664702    ","-0.03842066388684   ","0.120352001157341   ",1.211372312,0.570379098,0.773492291,6,6,17,18,1,1,0,0,0,1,0,1,2,2,1,2,1,2,2,2,13.7075296192598,14.7541455500995,15.1747070142725,138.0625,0.000529,32.187240067002
"227",163,24,1,5,3,3,2,-0.406,1.093,22,33,37,40,46,5,11,2,"0.131293780838114   ","0.627928423       ",7.5,3,5,57,25,0,0.011,6,0.606,0.742,"0.113134625389276    ","0.236030384458861   ","0.0447163326662038  ",0.612784602,0.605008534,0.665992133,6,5,12,7,1,0,0,1,0,0,0,0,2,2,2,2,9999,9999,2,9999,9.25248525677812,9.76233712182034,11.0487568949111,56.25,0.000121,36.9743028072706
"228",174,25,2,4,3,5,2,1.037,0.061,25,21,20,22,31,8,11,5,"0.273               ","0.413333333333333 ",12,4,3,38,85,1,-0.006,0,9999,0.769,"0.244                ","0.287               ","0.288               ",0.364,0.66,0.216,11,6,16,15,1,1,1,0,9999,1,0,1,3,2,2,1,9999,1,2,2,13.886687993646,13.8313263385429,13.3971220148751,144,3.6e-05,15.3239274299784
"229",105,22,1,4,4,4,2,0.537,0.407,15,28,21,18,33,17,9,6,"0.19745759476877    ","0.380219996       ",8.25,3,2,34,8,0,-0.005,8,1.066,0.803,"0.337597036651971    ","0.120588625123434   ","0.134187122530904   ",0.382518226,0.375016805,0.383124957,5,6,8,14,1,0,1,1,0,1,1,1,2,2,2,2,1,2,2,2,9.75017929081313,11.6365095371496,8.58775477137274,68.0625,2.5e-05,22.77295069571
"230",229,36,1,4,3,4,2,0.203,0.639,21,30,38,31,38,5,7,3,"0.336903499063586   ","0.416555631666667 ",10.75,2,1,16,1,0,-0.004,23,1.3,1.009,"9999                 ","9999                ","0.336903499063586   ",0.226491574,0.687363299,0.335812022,7,5,24,7,1,0,0,1,0,0,0,1,2,1,2,2,2,2,2,2,12.7432039651687,13.2791442242806,15.5988943771421,115.5625,1.6e-05,39.714138937625
