,Loneliness,Composite Warmth Index
182,1.9,0.8055456083
183,2.3,-0.1684051623
184,2.2,0.318570223
185,2,0.6047875974
186,2,-0.1684051623
187,2.5,0.4808731588
188,2.4,0.2417266507
189,2.5,-0.2538645258
190,2.2,0.318570223
191,1.6,0.0323528486
192,1.7,0.0323528486
193,1,-0.09156159
194,2.6,-0.941597922
195,1.7,-0.4546225367
196,2.5,-0.1684051623
197,4,-0.1684051623
198,2.2,0.4511004529
199,1,-0.0444907237
200,1,0.5279440251
201,2.9,0.0794237149
202,2.6,0.6047875974
203,1.5,0.0323528486
204,2.3,0.5193282339
205,2.8,0.2417266507
206,2,0.4040295866
207,3.2,0.8141613996
208,2.3,-0.4546225367
209,1.6,0.8910049718
210,3.1,0.318570223
211,1,-0.1684051623
212,1.8,0.318570223
213,3,-0.4546225367
214,2.4,0.318570223
215,2.2,0.5279440251
216,1.3333333333,0.8055456083
217,2.2,-0.7322241198
218,3.4,0.6047875974
219,2.3,0.9380758382
220,2.6,0.1178122121
221,1.2,0.0323528486
222,3.3,-0.1684051623
223,1.6,0.2417266507
224,1.9,0.318570223
225,2.4,0.6047875974
226,2.2,-0.0444907237
227,2.4,-0.1684051623
228,1.7,-0.4546225367
229,2.5,0.0323528486
230,1.3,1.0917629827
231,1,0.6047875974
232,2.7,-0.1684051623
233,1.9,-0.8176834834
234,2.3,0.2417266507
235,2.7,1.0917629827
236,2.2,0.9380758382
237,1.7,0.2417266507
238,3.5,0.0323528486
239,2.5,-0.7408399111
240,3.4,0.318570223
241,2,-0.6937690448
242,1.7,1.2540659185
243,1.5,0.1178122121
244,2.7,-0.4546225367
245,3.1,0.318570223
246,1,0.0323528486
247,1,0.0323528486
248,1,1.3779803571
249,2.4,0.0323528486
250,2.1,-0.941597922
251,1.5,0.0323528486
252,1.7,-0.1299500872
253,1.8,0.9678485441
254,1.8,-0.4546225367
255,1.9,-0.8945270556
256,1.3,0.4040295866
257,2.8,0.6047875974
258,2.4,-0.4546225367
259,3.5,-0.4546225367
260,1.1,0.0323528486
261,2.9,-0.1684051623
262,2.7,-0.09156159
263,2.7,0.4040295866
264,1,0.0323528486
265,1.7,0.3954137953
266,2.8,-0.6937690448
267,2.4,0.2417266507
268,1.9,0.6047875974
269,1.9,0.318570223
270,2.5,1.3779803571
271,1.4,-0.4546225367
272,2.7,-0.3307080981
273,2.5,0.6047875974
274,2.1,-0.6937690448
275,1.3,0.8055456083
276,2.8,-0.0358749324
277,1.7,0.5193282339
278,1,0.8055456083
279,2,-0.1684051623
280,2.2,-0.0358749324
281,2.1,0.318570223
282,3.1,-0.1684051623
283,3.2,-0.0444907237
284,1.9,0.3954137953
285,3.2,0.0323528486
286,2.4,0.0323528486
287,3,-0.6553805476
288,1.8,-0.7408399111
289,1.9,0.318570223
290,1.9,-0.0444907237
291,2.5,-0.3777789644
292,1.8,-0.4546225367
293,1.5,-0.4546225367
294,2.1,0.318570223
295,2.7,0.5193282339
296,2.2,0.1091964208
297,2.8,0.318570223
298,2,-0.1684051623
299,2.3,0.6047875974
300,2.1,0.8910049718
301,1.3,-1.1039008578
302,2.7,-0.531466109
303,1.7,-0.6937690448
304,2.5,0.6047875974
305,2.4,0.318570223
306,3,-0.0444907237
307,3.9,0.2119539448
308,1,0.1091964208
309,2,0.1091964208
310,1.7,-1.2575880023
311,1.2,-0.2923196009
312,3.6,-0.1684051623
313,2.9,-0.2538645258
314,1,0.2714993567
315,2.4,0.318570223
316,1.6,0.0323528486
317,1.4,0.0409686399
318,1,0.5577167311
319,1.8,0.1178122121
320,2,-0.8176834834
321,2,-0.8945270556
322,2.8888888889,0.2417266507
323,1.3,-0.2538645258
324,1,-0.7408399111
325,1.8,0.318570223
326,2.2,-0.0444907237
327,1.6,0.3954137953
328,2.3,0.8910049718
329,4,0.318570223
330,2.4,-1.1807444301
331,2.2,0.318570223
332,2.2,0.0323528486
333,2.9,-0.7408399111
334,1.1,0.3954137953
335,3,0.7670905332
336,2.2,-0.0444907237
337,1.2,0.318570223
338,1.5,-0.6937690448
339,2.3,0.6047875974
340,3.5,0.318570223
341,3.7,0.8141613996
342,1.5,-0.9799864192
343,1.1,0.6047875974
344,3,0.9380758382
345,1.6,0.0323528486
346,1.5,-0.7408399111
347,1.4,-0.7408399111
348,1.1,0.0323528486
349,3.2,0.318570223
350,2.7,-0.5785369753
351,2.5,-2.4793010722
352,3.1,-0.1684051623
353,2.8,-0.1684051623
354,1.8,-0.4546225367
355,2.1,0.0323528486
356,3.3,-0.7408399111
357,3.6,-0.7408399111
358,1.2,0.6047875974
359,1,0.6816311697
360,1,-0.6553805476
361,1.9,0.6047875974
362,3.8,1.5402832929
363,2.1,-0.770612617
364,1.9,-0.2538645258
365,1.2,0.6816311697
366,1.1,0.0323528486
367,2.9,0.6047875974
368,1.6,0.0323528486
369,1.9,-0.8176834834
370,1.7777777778,0.2417266507
371,1,-0.1684051623
372,2.1,-0.1684051623
373,2.6,-0.7408399111
374,1,-0.7408399111
375,1.7,0.318570223
376,2.4,0.8823891805
377,3,-0.09156159
378,3,0.5193282339
379,1.1,-0.09156159
380,2.5,0.5577167311
381,1.4,0.0323528486
382,2.4,0.1946557844
383,2.9,-0.4546225367
384,1.7,-0.4546225367
385,1.3,-0.3307080981
386,1.1,-0.4546225367
387,1.6,-1.9539371897
388,2.4,-0.4546225367
389,2,-0.7408399111
390,2,1.1945861789
391,1.8,-0.2154760286
392,2.9,0.0323528486
393,2.5,-1.4334515843
394,3.2,0.5279440251
395,1.8,0.6047875974
396,2.3,-1.3430473659
397,1.5,0.8910049718
398,3.5,1.4548239294
399,2.8,0.0323528486
400,3.2,-0.3220923068
401,4,0.1648830785
402,3,-0.4075516704
403,2.1,-0.6937690448
404,3.5,-0.1684051623
405,2.5,-0.0444907237
406,2,0.318570223
407,2.1,-0.8176834834
408,1.7,0.0323528486
409,2.4,-0.941597922
410,1.8,0.1178122121
411,3.1,0.318570223
412,1.5,-0.1684051623
413,1.8,-0.7408399111
414,2.1,0.2417266507
415,1.8,0.318570223
416,3.3,0.1562672872
417,1.6,0.0323528486
418,1.9,-0.2154760286
419,2,-0.0444907237
420,2.9,-1.1807444301
421,2.2,0.6047875974
422,2.1,-0.0444907237
423,3,0.9678485441
424,2.5,-0.6937690448
425,2.4,-0.2538645258
426,2.9,-0.6083096812
427,1.5,0.318570223
428,1.2,1.1772223462
429,2.3,0.318570223
430,4,0.318570223
431,3.7,-0.2538645258
432,2.3,-0.09156159
433,2.1,0.0323528486
434,3.1,-0.1684051623
435,2.6,-0.3307080981
436,3.3,-0.4546225367
437,2.3,-1.8684778262
438,1,-0.941597922
439,2.7,0.318570223
440,3.2,0.2417266507
441,2.2,-0.7408399111
442,1.4,0.1178122121
443,2.4,-0.3307080981
444,1.8,0.318570223
445,1.2,0.3954137953
446,3.3,0.690246961
447,2,0.318570223
448,2.1,0.2417266507
449,2.5,0.0274745715
450,1,0.8910049718
451,1,0.0323528486
452,2.8,-0.4546225367
453,2.5,0.3954137953
454,2,-0.4075516704
455,2.7,0.0323528486
456,3.2,-0.3307080981
457,1.5,0.318570223
458,1.9,-0.7408399111
459,1.7,0.0323528486
460,2.3,0.318570223
461,2.5,0.318570223
462,2.3,-0.1684051623
463,1.9,-0.09156159
464,1.2,0.8910049718
465,1.6,0.0323528486
466,2.6,0.318570223
467,3.1,-0.0444907237
468,1.5,0.0323528486
469,2.5,0.8910049718
470,1,-0.4546225367
471,2.8,1.3011367848
472,1.9,-0.4546225367
473,1.4,-0.4546225367
474,3.6,0.0323528486
475,1.8,0.1648830785
476,1.6,1.0917629827
477,2.3,0.318570223
478,1.9,0.318570223
479,1.7,0.8910049718
480,1.3,-1.1039008578
481,2.6,0.318570223
482,3.4,0.6047875974
483,3.9,-0.3307080981
484,2.5,0.318570223
485,2.6,0.0323528486
486,3.6,0.3954137953
487,2.5,1.2540659185
488,2.2,0.1178122121
489,1.2,0.1178122121
490,2.1,0.0323528486
491,2,0.318570223
492,2.8888888889,-0.1684051623
493,2.4,0.6047875974
494,1.7,-0.7408399111
495,1,0.318570223
496,1.4,0.318570223
497,2.4444444444,-0.2086573644
498,2.6,0.6816311697
499,1,0.0323528486
500,3.7,0.3954137953
501,2.6,0.318570223
502,2.1,0.0323528486
503,1.1,0.318570223
504,2.8,-0.3307080981
505,2,-0.0444907237
506,2,-1.2575880023
507,1.5,0.6047875974
508,2.5,0.318570223
509,2.5,0.0323528486
510,1.8,0.0323528486
511,2.3,0.4808731588
512,1.4,0.0323528486
513,2.1,0.1648830785
514,2.3,-0.4546225367
515,3.1,0.9678485441
516,3.1111111111,-0.2452487345
517,1.8,-1.1807444301
518,2.5,0.318570223
519,2.8,0.0323528486
520,1,0.0323528486
521,2.7,-0.531466109
522,2.4,-0.09156159
523,2,0.6047875974
524,1.6,0.7584747419
525,1,0.0323528486
526,1.1,-0.7408399111
527,2.9,-0.4546225367
528,1.9,-0.09156159
529,1,-0.4546225367
530,1.4,-0.4843952426
531,2.6,0.0323528486
532,2.2,1.6641977315
533,2.6,-0.7408399111
534,2.4,-0.0444907237
535,2.3,0.7670905332
536,1,0.3954137953
537,1.9,-0.1684051623
538,2.8,-0.4843952426
539,2.2,0.318570223
540,1.5,-0.531466109
541,2.4,0.0323528486
542,2.7,-0.0444907237
543,1.1,-1.1039008578
544,3.2,-0.8945270556
545,1.1,-0.1684051623
546,2,0.5193282339
547,1.4,-0.4546225367
548,1.9,0.5193282339
549,3.4,0.0323528486
550,2.8,0.0323528486
551,3.9,-0.2538645258
552,2.1,0.0323528486
553,2.9,0.8910049718
